geo,hpi_index,hpi_growth,air_passengers,net_migration_rate,immigration,emigration,gdp_pc_growth,unemployment_rate,inflation_hicp,population,long_rate,year,net_migration_level,immigration_rate_per_1000,emigration_rate_per_1000,net_migration_level_per_1000,log_hpi,log_air_passengers,log_population,dlog_hpi,air_growth,pop_growth,L1_hpi_growth,L1_dlog_hpi,L1_net_migration_rate,L1_net_migration_level_per_1000,L1_immigration_rate_per_1000,L1_emigration_rate_per_1000,L1_air_growth,L1_gdp_pc_growth,L1_unemployment_rate,L1_inflation_hicp,L1_long_rate,L1_pop_growth,post_2020,post_2022
NL,164.94,14.5,29082583.0,6.1,214105.0,110342.0,5.7,4.2,2.8,17475415.0,-0.33,2021,103763.0,12.25178343404148,6.314127590103011,5.937655843938471,5.105581771405209,17.185650030618955,16.676305594013893,13.528247883182765,20.911384438236524,0.3889005274224644,8.0,7.709709536922116,3.9,4.580876669566743,10.46922936179832,5.888352692231576,-123.5797336312288,-4.4,4.9,1.1,-0.38,0.7231101621936631,1,0
NL,186.84,13.3,61289771.0,12.6,326798.0,109616.0,4.0,3.5,11.6,17590672.0,1.38,2022,217182.0,18.577914476490722,6.231484504969452,12.346429971521271,5.230252635633907,17.93112351911948,16.682879319508736,12.467086422869844,74.54734885005259,0.6573725494842364,14.5,13.528247883182765,6.1,5.937655843938471,12.25178343404148,6.314127590103011,20.911384438236524,5.7,4.2,2.8,-0.33,0.3889005274224644,1,1
NL,183.26,-1.9,71335806.0,7.6,274597.0,123574.0,-1.6,3.6,4.1,17811291.0,2.79,2023,151023.0,15.417018339658815,6.937958624110965,8.479059715547852,5.210905909537067,18.08290894726865,16.69534314000541,-1.9346726096840072,15.178542814916796,1.2463820496673605,13.3,12.467086422869844,12.6,12.346429971521271,18.577914476490722,6.231484504969452,74.54734885005259,4.0,3.5,11.6,1.38,0.6573725494842364,1,1
NL,198.24,8.2,76266294.0,6.0,257714.0,140087.0,0.4,3.7,3.2,17942942.0,2.62,2024,117627.0,14.36297347447258,7.807359573474629,6.555613900997953,5.289478417880832,18.149741642426232,16.70270739223124,7.857250834376472,6.683269515758283,0.736425222583037,-1.9,-1.9346726096840072,7.6,8.479059715547852,15.417018339658815,6.937958624110965,15.178542814916796,-1.6,3.6,4.1,2.79,1.2463820496673605,1,1
NL,,,78417027.0,,,,1.3,,3.0,18044027.0,2.80112,2025,,,,,,18.177551642862678,16.708325273851578,,2.7810000436446103,0.5617881620338494,8.2,7.857250834376472,6.0,6.555613900997953,14.36297347447258,7.807359573474629,6.683269515758283,0.4,3.7,3.2,2.62,0.736425222583037,1,1
NO,,,,,,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,0,0
NO,,,,,,,,,,,,1994,,,,,,,,,,,,,,,,,,,,,,,0,0
NO,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,0,0
NO,,,,,,,,,0.7,,,1996,,,,,,,,,,,,,,,,,,,,,,,0,0
NO,,,,,,,,,2.5,,,1997,,,,,,,,,,,,,,,,,,,,0.7,,,0,0
NO,,,,,,,,,2.0,,,1998,,,,,,,,,,,,,,,,,,,,2.5,,,0,0
NO,,,,,,,,,2.2,,,1999,,,,,,,,,,,,,,,,,,,,2.0,,,0,0
NO,,,,,,,,,3.1,,,2000,,,,,,,,,,,,,,,,,,,,2.2,,,0,0
NO,,,,,,,,,2.6,,,2001,,,,,,,,,,,,,,,,,,,,3.1,,,0,0
NO,,,18631949.0,,,,,,0.8,,,2002,,,,,,16.74038835331629,,,,,,,,,,,,,,2.6,,,0,0
NO,,,18825090.0,,,,,,2.0,,,2003,,,,,,16.750701112515298,,,1.031275919900665,,,,,,,,,,,0.8,,,0,0
NO,,,19621419.0,,,,,,0.6,,,2004,,,,,,16.792132333645245,,,4.143122112994746,,,,,,,,1.031275919900665,,,2.0,,,0,0
NO,54.24,,18578950.0,,,,,,1.5,,,2005,,,,,3.99341864363214,16.73753977737418,,,-5.45925562710643,,,,,,,,4.143122112994746,,,0.6,,,0,0
NO,61.66,13.7,24052506.0,,,,,,2.4,,,2006,,,,,4.121635422458004,16.995749748671845,,12.82167788258639,25.820997129766354,,,,,,,,-5.45925562710643,,,1.5,,,0,0
NO,69.43,12.6,26385631.0,,,,,,0.8,,,2007,,,,,4.240319050765182,17.088330139639222,,11.868362830717771,9.258039096737747,,13.7,12.82167788258639,,,,,25.820997129766354,,,2.4,,,0,0
NO,68.69,-1.1,27717155.0,,,,,,3.4,,,2008,,,,,4.2296036282257905,17.137562093541167,,-1.0715422539391284,4.923195390194479,,12.6,11.868362830717771,,,,,9.258039096737747,,,0.8,,,0,0
NO,69.99,1.9,27675619.0,,,,,3.4,2.3,,,2009,,,,,4.248352374701448,17.136062403065843,,1.8748746475657718,-0.14996904753239448,,-1.1,-1.0715422539391284,,,,,4.923195390194479,,,3.4,,,0,0
NO,75.77,8.3,29518449.0,,,,,4.0,2.3,,,2010,,,,,4.327702435943282,17.20052601566583,,7.935006124183364,6.4463612599986675,,1.9,1.8748746475657718,,,,,-0.14996904753239448,,3.4,2.3,,,0,0
NO,81.95,8.2,32403522.0,,,,,3.6,1.3,,,2011,,,,,4.406109305189839,17.293777678558442,,7.840686924655671,9.325166289261233,,8.3,7.935006124183364,,,,,6.4463612599986675,,4.0,2.3,,,0,0
NO,87.48,6.7,34592225.0,,,,,3.5,0.4,,,2012,,,,,4.471410195808567,17.359139503793998,,6.530089061872868,6.536182523555567,,8.2,7.840686924655671,,,,,9.325166289261233,,3.6,1.3,,,0,0
NO,91.24,4.3,36686364.0,7.7,68313.0,26523.0,,3.9,2.0,,,2013,41790.0,,,,4.5134933974161875,17.417915690848314,,4.208320160762025,5.877618705431686,,6.7,6.530089061872868,,,,,6.536182523555567,,3.5,0.4,,,0,0
NO,93.74,2.7,37603195.0,7.4,66903.0,29308.0,1.0,3.8,1.9,5109056.0,,2014,37595.0,13.094982713049141,5.736480477019629,7.358502236029513,4.54052499249456,17.442599578154343,15.446525209301992,2.7031595078372384,2.4683887306029106,,4.3,4.208320160762025,7.7,,,,5.877618705431686,,3.9,2.0,,,0,0
NO,100.0,6.7,37503052.0,5.8,60816.0,29173.0,1.0,4.7,2.0,5165802.0,,2015,31643.0,11.772808946219774,5.647332205144525,6.125476741075248,4.605170185988092,17.43993287429559,15.457570924377272,6.464519349353193,-0.2666703858754005,1.1045715075280071,2.7,2.7031595078372384,7.4,7.358502236029513,13.094982713049141,5.736480477019629,2.4683887306029106,1.0,3.8,1.9,,,0,0
NO,107.88,7.9,37727546.0,5.0,61460.0,34694.0,0.4,4.9,3.9,5213985.0,,2016,26766.0,11.787529116405207,6.654027581590665,5.133501534814542,4.681019498271529,17.445901048743863,15.46685499660148,7.5849312283437165,0.59681744482738,0.9284072224208018,6.7,6.464519349353193,5.8,6.125476741075248,11.772808946219774,5.647332205144525,-0.2666703858754005,1.0,4.7,2.0,,1.1045715075280071,0,0
NO,113.75,5.4,38739778.0,4.1,53351.0,31963.0,1.9,4.4,1.9,5258317.0,,2017,21388.0,10.146022006661067,6.078560877938702,4.067461128722365,4.7340030578310595,17.472377485415606,15.475321571537952,5.298355955953049,2.647643667174293,0.8466574936472071,7.9,7.5849312283437165,5.0,5.133501534814542,11.787529116405207,6.654027581590665,0.59681744482738,0.4,4.9,3.9,,0.9284072224208018,0,0
NO,115.53,1.6,40030105.0,3.4,47864.0,27158.0,0.4,4.0,3.0,5295619.0,,2018,20706.0,9.038414583828633,5.128390089997033,3.9100244938315996,4.749530236494927,17.505142353998043,15.482390432923484,1.5527178663867325,3.2764868582436435,0.7068861385532088,5.4,5.298355955953049,4.1,4.067461128722365,10.146022006661067,6.078560877938702,2.647643667174293,1.9,4.4,1.9,,0.8466574936472071,0,0
NO,120.18,4.0,40348437.0,4.8,48680.0,23207.0,0.8,3.9,2.3,5328212.0,,2019,25473.0,9.136273106250277,4.355494863943101,4.780778242307176,4.788990618905782,17.513063215870492,15.48852628020056,3.9460382410855033,0.7920861872449336,0.6135847277075612,1.6,1.5527178663867325,3.4,3.9100244938315996,9.038414583828633,5.128390089997033,3.2764868582436435,0.4,4.0,3.0,,0.7068861385532088,0,0
NO,126.11,4.9,13216883.0,2.1,36287.0,21447.0,-1.9,4.7,1.2,5367580.0,,2020,14840.0,6.76040226694339,3.995655397777024,2.7647468691663653,4.8371545419677835,16.397005585465006,15.495887713141935,4.816392306200168,-111.60576304054857,0.7361432941374701,4.0,3.9460382410855033,4.8,4.780778242307176,9.136273106250277,4.355494863943101,0.7920861872449336,0.8,3.9,2.3,,0.6135847277075612,1,0
NO,137.66,9.2,14136316.0,3.7,53947.0,34297.0,3.6,4.4,3.9,5391369.0,,2021,19650.0,10.006178393651037,6.361464036314339,3.644714357336699,4.924786876970218,16.464257647004594,15.500309899503742,8.763233500243484,6.7252061539587515,0.44221863618076895,4.9,4.816392306200168,2.1,2.7647468691663653,6.76040226694339,3.995655397777024,-111.60576304054857,-1.9,4.7,1.2,,0.7361432941374701,1,0
NO,145.71,5.9,32562643.0,10.6,90475.0,32536.0,3.1,3.2,6.2,5425270.0,,2022,57939.0,16.676589367902427,5.997120880619766,10.679468487282662,4.981618345025764,17.29867626902292,15.506578225737586,5.683146805554529,83.4418622018326,0.6268326233843879,9.2,8.763233500243484,3.7,3.644714357336699,10.006178393651037,6.361464036314339,6.7252061539587515,3.6,4.4,3.9,,0.44221863618076895,1,1
NO,147.63,1.3,33224780.0,9.6,86589.0,34011.0,-0.8,3.6,5.8,5488984.0,,2023,52578.0,15.775050537585825,6.19622866453974,9.578821873046087,4.994709143545997,17.318806541021722,15.518253732607027,1.3090798520233093,2.013027199880213,1.1675506869440966,5.9,5.683146805554529,10.6,10.679468487282662,16.676589367902427,5.997120880619766,83.4418622018326,3.1,3.2,6.2,,0.6268326233843879,1,1
NO,152.91,3.6,38285910.0,6.2,66077.0,31968.0,0.5,4.0,2.8,5550217.0,,2024,34109.0,11.905300279250342,5.7597747979943845,6.145525481255959,5.02984951302006,17.46059250134705,15.529347584057367,3.514036947406307,14.178596032532909,1.1093851450340253,1.3,1.3090798520233093,9.6,9.578821873046087,15.775050537585825,6.19622866453974,2.013027199880213,-0.8,3.6,5.8,,1.1675506869440966,1,1
NO,,,,,,,0.4,,2.8,5594340.0,,2025,,,,,,,15.537265930303557,,,0.7918346246189145,3.6,3.514036947406307,6.2,6.145525481255959,11.905300279250342,5.7597747979943845,14.178596032532909,0.5,4.0,2.8,,1.1093851450340253,1,1
PL,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1981,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1994,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,,,,1996,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,15.0,,,1997,,,,,,,,,,,,,,,,,,,,,,,0,0
PL,,,,,,,,,11.8,,,1998,,,,,,,,,,,,,,,,,,,,15.0,,,0,0
PL,,,,,,,,,7.2,,,1999,,,,,,,,,,,,,,,,,,,,11.8,,,0,0
PL,,,,,,,,,10.1,,,2000,,,,,,,,,,,,,,,,,,,,7.2,,,0,0
PL,,,,,,,,,5.3,,10.68,2001,,,,,,,,,,,,,,,,,,,,10.1,,,0,0
PL,,,,,,,,,1.9,,7.36,2002,,,,,,,,,,,,,,,,,,,,5.3,10.68,,0,0
PL,,,,,,,,,0.7,,5.78,2003,,,,,,,,,,,,,,,,,,,,1.9,7.36,,0,0
PL,,,6091886.0,,,,,,3.6,,6.9,2004,,,,,,15.62246827975578,,,,,,,,,,,,,,0.7,5.78,,0,0
PL,,,7080325.0,,,,,,2.2,,5.22,2005,,,,,,15.772830368571151,,,15.03620888153705,,,,,,,,,,,3.6,6.9,,0,0
PL,,,13737803.0,,,,,,1.3,,5.23,2006,,,,,,16.4356619338657,,,66.28315652945477,,,,,,,,15.03620888153705,,,2.2,5.22,,0,0
PL,,,17120078.0,,,,,,2.6,,5.48,2007,,,,,,16.655762484742258,,,22.0100550876559,,,,,,,,66.28315652945477,,,1.3,5.23,,0,0
PL,,,18727365.0,,,,,,4.2,,6.07,2008,,,,,,16.74549638112781,,,8.973389638555318,,,,,,,,22.0100550876559,,,2.6,5.48,,0,0
PL,,,17046899.0,,,,,8.5,4.0,,6.12,2009,,,,,,16.65147886831936,,,-9.40175128084526,,,,,,,,8.973389638555318,,,4.2,6.07,,0,0
PL,105.61,,18383115.0,,,,,10.0,2.6,,5.78,2010,,,,,4.659753063758383,16.726943138225238,,,7.546426990587918,,,,,,,,-9.40175128084526,,8.5,4.0,6.12,,0,0
PL,105.7,0.1,20635672.0,,,,,10.0,3.9,,5.96,2011,,,,,4.660604892876192,16.84253178666715,,0.0851829117809011,11.558864844191064,,,,,,,,7.546426990587918,,10.0,2.6,5.78,,0,0
PL,102.01,-3.5,21800765.0,,,,,10.4,3.7,,5.0,2012,,,,,4.625070847694428,16.897455618886735,,-3.5534045181764284,5.492383221958619,,0.1,0.0851829117809011,,,,,11.558864844191064,,10.0,3.9,5.96,,0,0
PL,97.54,-4.4,23274484.0,-0.7,220311.0,276446.0,,10.6,0.8,,4.03,2013,-56135.0,,,,4.5802625502819065,16.962868211171664,,-4.480829741252101,6.5412592284928905,,-3.5,-3.5534045181764284,,,,,5.492383221958619,,10.4,3.7,5.0,,0,0
PL,98.5,1.0,25714422.0,-0.3,222275.0,268299.0,4.0,9.2,0.1,38017856.0,3.52,2014,-46024.0,5.846594821128262,7.05718386644423,-1.2105890453159696,4.590056548178043,17.062562559785125,17.45356650206154,0.9793997896136553,9.969434861346116,,-4.4,-4.480829741252101,-0.7,,,,6.5412592284928905,,10.6,0.8,4.03,,0,0
PL,100.0,1.5,28907439.0,-0.3,218147.0,258837.0,4.5,7.7,-0.7,38005614.0,2.7,2015,-40690.0,5.739862537150433,6.810493839147027,-1.0706313019965945,4.605170185988092,17.179609524804007,17.453244443620754,1.5113637810048708,11.704696501888279,-0.032205844078703194,1.0,0.9793997896136553,-0.3,-1.2105890453159696,5.846594821128262,7.05718386644423,9.969434861346116,4.0,9.2,0.1,3.52,,0,0
PL,101.86,1.9,32266861.0,0.3,208302.0,236441.0,3.1,6.3,-0.2,37967209.0,3.04,2016,-28139.0,5.486365879567286,6.227505424483533,-0.741139544916246,4.623599321456458,17.289551286287832,17.45223342410733,1.8429135468366553,10.99417614838245,-0.10110195134238609,1.5,1.5113637810048708,-0.3,-1.0706313019965945,5.739862537150433,6.810493839147027,11.704696501888279,4.5,7.7,-0.7,2.7,-0.032205844078703194,0,0
PL,105.78,3.9,37684668.0,0.1,209353.0,218492.0,5.1,5.0,1.6,37972964.0,3.42,2017,-9139.0,5.513211978922688,5.753883210170267,-0.2406712312475792,4.6613614656378335,17.444763885349598,17.452384990788936,3.7762144181375135,15.52125990617661,0.015156668160543063,1.9,1.8429135468366553,0.3,-0.741139544916246,5.486365879567286,6.227505424483533,10.99417614838245,3.1,6.3,-0.2,3.04,-0.10110195134238609,0,0
PL,112.74,6.6,43767548.0,0.6,214083.0,189794.0,6.3,3.9,1.2,37976687.0,3.2,2018,24289.0,5.637221593342253,4.997645002577503,0.6395765907647499,4.7250842826534285,17.594403187492798,17.452483029422527,6.372281701559501,14.963930214319987,0.009803863359181264,3.9,3.7762144181375135,0.1,-0.2406712312475792,5.513211978922688,5.753883210170267,15.52125990617661,5.1,5.0,1.6,3.42,0.015156668160543063,0,0
PL,122.52,8.7,46942771.0,0.5,226649.0,180594.0,4.6,3.3,2.1,37972812.0,2.35,2019,46055.0,5.968717828956149,4.755876388611936,1.2128414403442125,4.808274281964574,17.664439779452625,17.452380987933005,8.318999931114579,7.003659195982692,-0.010204148952297487,6.6,6.372281701559501,0.6,0.6395765907647499,5.637221593342253,4.997645002577503,14.963930214319987,6.3,3.9,1.2,3.2,0.009803863359181264,0,0
PL,135.36,10.5,13825460.0,-20.3,210615.0,161666.0,0.0,3.2,3.7,37958138.0,1.5,2020,48949.0,5.548612526778842,4.259060336415869,1.289552190362973,4.907937895857914,16.442022377875194,17.451994478869633,9.966361389333933,-122.2417401577431,-0.03865090633716761,8.7,8.318999931114579,0.5,1.2128414403442125,5.968717828956149,4.755876388611936,7.003659195982692,4.6,3.3,2.1,2.35,-0.010204148952297487,1,0
PL,147.77,9.2,18893812.0,0.1,241116.0,201595.0,7.5,3.4,5.2,37073357.0,1.95,2021,39521.0,6.5037541650193695,5.437732547392457,1.066021617626912,4.995657010915543,16.754345019012955,17.42840912942977,8.771911505762908,31.232264113776154,-2.358534943986257,10.5,9.966361389333933,-20.3,1.289552190362973,5.548612526778842,4.259060336415869,-122.2417401577431,0.0,3.2,3.7,1.5,-0.03865090633716761,1,0
PL,165.21,11.8,39347696.0,0.2,275515.0,228006.0,3.0,2.9,13.2,36889761.0,6.05,2022,47509.0,7.4686035509961695,6.180739419808114,1.2878641311880552,5.1072173919425,17.487947979652237,17.42344459083135,11.156038102695742,73.36029606392813,-0.49645385984185,9.2,8.771911505762908,0.1,1.066021617626912,6.5037541650193695,5.437732547392457,31.232264113776154,7.5,3.4,5.2,1.95,-2.358534943986257,1,1
PL,179.78,8.8,50168610.0,0.1,303275.0,194063.0,0.6,2.8,10.9,36753736.0,5.8,2023,109212.0,8.251542101733548,5.280089077202927,2.971453024530622,5.191733881145253,17.730900090276343,17.41975043832005,8.451648920275279,24.295211062410615,-0.36941525113007856,11.8,11.156038102695742,0.2,1.2878641311880552,7.4686035509961695,6.180739419808114,73.36029606392813,3.0,2.9,13.2,6.05,-0.49645385984185,1,1
PL,206.7,15.0,57045518.0,0.9,300496.0,205869.0,3.3,2.9,3.7,36620970.0,5.53,2024,94627.0,8.205571834935013,5.621615156561937,2.5839566783730743,5.331268466687723,17.85936006852182,17.416131585117615,13.953458554246989,12.845997824547695,-0.36188532024361564,8.8,8.451648920275279,0.1,2.971453024530622,8.251542101733548,5.280089077202927,24.295211062410615,0.6,2.8,10.9,5.8,-0.36941525113007856,1,1
PL,,,,,,,4.0,,3.3,36497495.0,5.52335,2025,,,,,,,17.412754186060578,,,-0.3377399057036712,15.0,13.953458554246989,0.9,2.5839566783730743,8.205571834935013,5.621615156561937,12.845997824547695,3.3,2.9,3.7,5.53,-0.36188532024361564,1,1
PT,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1981,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,15.76,1986,,,,,,,,,,,,,,,,,,,,,,,0,0
PT,,,,,,,,,,,15.12,1987,,,,,,,,,,,,,,,,,,,,,15.76,,0,0
PT,,,,,,,,,,,14.15,1988,,,,,,,,,,,,,,,,,,,,,15.12,,0,0
PT,,,,,,,,,,,14.94,1989,,,,,,,,,,,,,,,,,,,,,14.15,,0,0
PT,,,,,,,,,,,15.4,1990,,,,,,,,,,,,,,,,,,,,,14.94,,0,0
PT,,,,,,,,,,,14.54,1991,,,,,,,,,,,,,,,,,,,,,15.4,,0,0
PT,,,,,,,,,,,13.83,1992,,,,,,,,,,,,,,,,,,,,,14.54,,0,0
PT,,,8206870.0,,,,,,,,9.77,1993,,,,,,15.920482166349924,,,,,,,,,,,,,,,13.83,,0,0
PT,,,10581802.0,,,,,,,,10.48,1994,,,,,,16.17464629125245,,,25.416412490252682,,,,,,,,,,,,9.77,,0,0
PT,,,11299367.0,,,,,,,,11.47,1995,,,,,,16.240257264414403,,,6.56109731619523,,,,,,,,25.416412490252682,,,,10.48,,0,0
PT,,,11478794.0,,,,,,2.9,,8.56,1996,,,,,,16.25601189107251,,,1.5754626658107895,,,,,,,,6.56109731619523,,,,11.47,,0,0
PT,,,12143767.0,,,,,,1.9,,6.36,1997,,,,,,16.312326592003974,,,5.6314700931462625,,,,,,,,1.5754626658107895,,,2.9,8.56,,0,0
PT,,,13694126.0,,,,,,2.2,,4.88,1998,,,,,,16.43247753973079,,,12.015094772681678,,,,,,,,5.6314700931462625,,,1.9,6.36,,0,0
PT,,,14972855.0,,,,,,2.2,,4.78,1999,,,,,,16.521749452974923,,,8.927191324413286,,,,,,,,12.015094772681678,,,2.2,4.88,,0,0
PT,,,19572269.0,,,,,,2.8,,5.59,2000,,,,,,16.789624275420962,,,26.787482244603922,,,,,,,,8.927191324413286,,,2.2,4.78,,0,0
PT,,,17310534.0,,,,,,4.4,,5.16,2001,,,,,,16.66682577589667,,,-12.279849952429345,,,,,,,,26.787482244603922,,,2.8,5.59,,0,0
PT,,,17383237.0,,,,,,3.7,,5.01,2002,,,,,,16.671016909020974,,,0.4191133124304969,,,,,,,,-12.279849952429345,,,4.4,5.16,,0,0
PT,,,17739078.0,,,,,,3.2,,4.18,2003,,,,,,16.691280560552563,,,2.026365153158949,,,,,,,,0.4191133124304969,,,3.7,5.01,,0,0
PT,,,18423155.0,,,,,,2.5,,4.14,2004,,,,,,16.729118855340552,,,3.7838294787988502,,,,,,,,2.026365153158949,,,3.2,4.18,,0,0
