geo,origin,immig_total_full,immig_total_rank_window,origin_group,source,rank_window_label
UK,CI,642.0,0.0,SSA,multi_source_blend,2018--2024
UK,MD,638.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,BA,619.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,CD,619.0,0.0,SSA,multi_source_blend,2018--2024
UK,CU,618.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,PG,615.0,0.0,OCEANIA,multi_source_blend,2018--2024
UK,KN,606.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,VC,592.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,AG,591.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,KZ,576.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,SN,511.0,0.0,SSA,multi_source_blend,2018--2024
UK,LR,479.0,0.0,SSA,multi_source_blend,2018--2024
UK,PR,446.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,KG,445.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,BS,444.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,RW,429.0,0.0,SSA,multi_source_blend,2018--2024
UK,PY,414.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,KH,369.0,0.0,EAST_SE_ASIA,multi_source_blend,2018--2024
UK,DM,343.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,UY,340.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,GA,323.0,0.0,SSA,multi_source_blend,2018--2024
UK,BZ,321.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,MG,282.0,0.0,SSA,multi_source_blend,2018--2024
UK,AO,280.0,0.0,SSA,multi_source_blend,2018--2024
UK,UZ,271.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,SV,247.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,MV,244.0,0.0,SOUTH_ASIA,multi_source_blend,2018--2024
UK,TG,224.0,0.0,SSA,multi_source_blend,2018--2024
UK,PA,197.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,SR,191.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,MR,166.0,0.0,SSA,multi_source_blend,2018--2024
UK,MO,156.0,0.0,EAST_SE_ASIA,multi_source_blend,2018--2024
UK,LA,127.0,0.0,EAST_SE_ASIA,multi_source_blend,2018--2024
UK,HN,112.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,LS,108.0,0.0,SSA,multi_source_blend,2018--2024
UK,GT,87.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,BT,83.0,0.0,SOUTH_ASIA,multi_source_blend,2018--2024
UK,NC,82.0,0.0,OCEANIA,multi_source_blend,2018--2024
UK,TM,74.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,NI,70.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,TC,61.0,0.0,OTHER,multi_source_blend,2018--2024
UK,NE,53.0,0.0,SSA,multi_source_blend,2018--2024
UK,CG,40.0,0.0,SSA,multi_source_blend,2018--2024
UK,AD,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,AI,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,AN,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,AQ,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,AS,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,AW,0.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,BF,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,BI,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,BJ,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,CC,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,CF,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,CK,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,CV,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,CX,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,DJ,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,DO,0.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,EH,0.0,0.0,MENA,multi_source_blend,2018--2024
UK,FK,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,FM,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,FO,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,GL,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,GN,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,GQ,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,GS,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,GU,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,GW,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,HT,0.0,0.0,LATAM_CARIB,multi_source_blend,2018--2024
UK,IO,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,KI,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,KM,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,LI,0.0,0.0,EU_EEA_CH_UK,multi_source_blend,2018--2024
UK,ME,0.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,MH,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,ML,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,MP,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,NF,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,NR,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,NU,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,PF,0.0,0.0,OCEANIA,multi_source_blend,2018--2024
UK,PM,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,PN,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,PS,0.0,0.0,MENA,multi_source_blend,2018--2024
UK,PW,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,SB,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,SH,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,SI,0.0,0.0,EU_EEA_CH_UK,multi_source_blend,2018--2024
UK,SM,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,ST,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,TD,0.0,0.0,SSA,multi_source_blend,2018--2024
UK,TF,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,TJ,0.0,0.0,NON_EUROPE_EUR_CIS,multi_source_blend,2018--2024
UK,TK,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,TO,0.0,0.0,OCEANIA,multi_source_blend,2018--2024
UK,TV,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,VA,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,VI,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,VU,0.0,0.0,OCEANIA,multi_source_blend,2018--2024
UK,WF,0.0,0.0,OTHER,multi_source_blend,2018--2024
UK,WS,0.0,0.0,OCEANIA,multi_source_blend,2018--2024
UK,YT,0.0,0.0,OTHER,multi_source_blend,2018--2024
