model,term,coef,std_err,t_stat,p_value,nobs,r2_within,r2_overall
annual_fe_netmig_plus_origin_groupshares,L1_share_group_EU_EEA_CH_UK,2.8421253388658645,5.516662937742493,0.5151892314140382,0.6071187660916912,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_share_group_MENA,12.161996338632921,8.927641323227373,1.362285501657712,0.17498726685626909,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_air_growth,-0.019064926214998824,0.04227099317362996,-0.45101675602200314,0.6525768941068146,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_gdp_pc_growth,0.7492940841543252,0.12315787496335447,6.084012771227801,8.077244650905868e-09,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_unemployment_rate,-0.632737612242532,0.21044868290313357,-3.0066123651330803,0.003060361913995502,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_inflation_hicp,0.18832572286051974,0.2034235938716036,0.9257811214336656,0.3559283740467465,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_long_rate,-0.7491851390755158,0.4646957230589489,-1.6122057981163687,0.1088516971033977,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_pop_growth,-0.30626372362256055,0.5444274669081299,-0.5625427485535762,0.5745191395007181,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_gdpcomp_groupshares,Intercept,-31.229041780905987,41.66383138852135,-0.7495480069917378,0.45461405294656965,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_net_migration_rate,0.13427027936388264,0.04366627988864339,3.074919129962415,0.002471860994100572,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_origin_gdp_pc_ppp_const_wavg_log,4.143536356542753,4.362067455127546,0.9499019442425373,0.3435770364005659,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_share_group_LATAM_CARIB,-9.375845091448896,14.370964799940221,-0.6524158413837251,0.5150576211530256,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_share_group_EU_EEA_CH_UK,-3.213585672036917,8.923413259478892,-0.3601296475452694,0.7192192635116172,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_share_group_MENA,13.519073113138257,9.291999480314797,1.4549153970336053,0.1476276017195104,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_air_growth,-0.02208851989417046,0.04376064411338599,-0.5047576502059251,0.6144149818389288,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_gdp_pc_growth,0.7468457747094792,0.12488734290282066,5.980155853669069,1.3794285491641745e-08,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_unemployment_rate,-0.6645350611771689,0.20742444302210153,-3.20374518786275,0.0016336517574275788,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_inflation_hicp,0.18567957746062083,0.20587568073954873,0.9019014620552595,0.3684481764680507,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_long_rate,-0.6712907801174147,0.4334980121365769,-1.5485440793807363,0.1234427006081471,207.0,0.13897768551684953,-0.17518364471796244
annual_fe_netmig_plus_gdpcomp_groupshares,L1_pop_growth,-0.14784744424235352,0.6166080988505903,-0.23977538491296768,0.8108075073928096,207.0,0.13897768551684953,-0.17518364471796244
